Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [3523] int pmc_max<int>(int, int) [106] __gnu_cxx::new_allocator<NEEDED_EXT>::construct(NEEDED_EXT*, NEEDED_EXT const&) [84] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::push_back(DIR_ENTRY const&)
  [83] int pmc_min<int>(int, int) [3571] __gnu_cxx::new_allocator<NEEDED_EXT>::new_allocator() [3548] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::vector()
 [3557] term_gu()            [140] __gnu_cxx::new_allocator<DIR_ENTRY>::deallocate(DIR_ENTRY*, unsigned int) [160] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector()
  [21] load_tga(char const*, bool) [175] __gnu_cxx::new_allocator<DIR_ENTRY>::allocate(unsigned int, void const*) [58] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::operator[](unsigned int)
 [3558] init_font()           [97] __gnu_cxx::new_allocator<DIR_ENTRY>::construct(DIR_ENTRY*, DIR_ENTRY const&) [154] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::copy_backward<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
 [3559] term_font()         [3541] __gnu_cxx::new_allocator<DIR_ENTRY>::new_allocator() [92] void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [22] print_date(float, float, float, unsigned int, unsigned int, unsigned int) (topbar.cpp) [3542] __gnu_cxx::new_allocator<DIR_ENTRY>::~new_allocator() [81] void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int)
  [19] print_time(float, float, float, unsigned int, unsigned int, unsigned int) (topbar.cpp) [3537] __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT* const&) [103] NEEDED_EXT* std::uninitialized_copy<NEEDED_EXT*, NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*)
 [3560] check_drive(char const*) (filelist.cpp) [3506] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::__normal_iterator(DIR_ENTRY* const&) [121] DIR_ENTRY* std::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*)
  [72] go_UpOneDir(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, PMC_LIST&, unsigned int&, unsigned int&) (filelist.cpp) [152] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator--() [85] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY)
  [59] push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) (filelist.cpp) [156] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator++() [174] DIR_ENTRY* std::__copy_move_backward_a<false, DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*)
  [57] pmc_avio_seek(void*, long long, int) (player.cpp) [3549] __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT const* const&) [77] void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [86] alloc_tgaSpace(int, TARGAHEAD*) (load_tga.cpp) [73] __gnu_cxx::__normal_iterator<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::__normal_iterator(DIR_ENTRY const* const&) [104] NEEDED_EXT* std::__uninitialized_copy_a<NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&)
  [24] tga_readPixelsBuf(int, Pmc_Image*, TARGAHEAD*) (load_tga.cpp) [179] bool __gnu_cxx::operator==<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [122] DIR_ENTRY* std::__uninitialized_copy_a<DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&)
  [79] NEEDED_EXT::NEEDED_EXT(NEEDED_EXT const&) [3572] bool __gnu_cxx::operator==<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >(__gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&, __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&) [105] NEEDED_EXT* std::__uninitialized_move_a<NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT> >(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&)
 [3561] NEEDED_EXT::NEEDED_EXT() [67] bool __gnu_cxx::operator==<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [123] DIR_ENTRY* std::__uninitialized_move_a<DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY> >(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&)
 [134] NEEDED_EXT::~NEEDED_EXT() [159] bool __gnu_cxx::operator< <DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [158] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
 [146] PMC_PLAYER::exceed_duration(long long) [155] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::difference_type __gnu_cxx::operator-<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [107] void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY)
  [10] PMC_PLAYER::ffaudio_callback(void*, int&, AVPacket&) [147] bool __gnu_cxx::operator!=<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [95] void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [26] PMC_PLAYER::sceaudio_callback(void*, int&, AVPacket&) [64] DIR_ENTRY::isDir() const [3522] unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  [40] PMC_PLAYER::get_percentRemaining() [132] DIR_ENTRY::isReg() const [3516] std::__lg(int)
 [115] PMC_PLAYER::get_percentRemaining(long long) [55] DIR_ENTRY::operator()() const [68] void std::sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [29] PMC_PLAYER::open(char const*, char const*) [3509] DIR_ENTRY::operator==(char const*) const [112] void std::swap<DIR_ENTRY>(DIR_ENTRY&, DIR_ENTRY&)
 [137] PMC_PLAYER::seek(long long) [90] DIR_ENTRY::operator<(DIR_ENTRY const&) const [135] void std::_Destroy<NEEDED_EXT>(NEEDED_EXT*)
  [36] PMC_PLAYER::close()  [3528] __gnu_cxx::new_allocator<NEEDED_EXT>::max_size() const [88] void std::_Destroy<NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*)
 [3535] PMC_PLAYER::pause()  [165] __gnu_cxx::new_allocator<DIR_ENTRY>::max_size() const [89] void std::_Destroy<NEEDED_EXT*, NEEDED_EXT>(NEEDED_EXT*, NEEDED_EXT*, std::allocator<NEEDED_EXT>&)
  [25] PMC_PLAYER::get_str(int) [3530] __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const [162] void std::_Destroy<DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*)
  [31] PMC_PLAYER::get_time() [141] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [163] void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&)
 [3562] PMC_PLAYER::PMC_PLAYER() [130] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator*() const [143] DIR_ENTRY const& std::__median<DIR_ENTRY>(DIR_ENTRY const&, DIR_ENTRY const&, DIR_ENTRY const&)
  [51] PMC_SETTINGS::refresh() [3511] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator-(int const&) const [111] void std::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
 [150] PMC_SETTINGS::isNeeded(char const*, bool) [3508] __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator+(int const&) const [157] operator new(unsigned int, void*)
 [3563] PMC_SETTINGS::PMC_SETTINGS() [3550] __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const [113] alphabetical_cmp
  [28] Pmc_ImageTile::draw_strip(short, short) [71] __gnu_cxx::__normal_iterator<DIR_ENTRY const*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [15] av_malloc
  [20] Pmc_ImageTile::draw(short, short) [3531] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator() const [37] battery_percent
 [3524] Pmc_ImageTile::Pmc_ImageTile() [3518] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator() const [180] check_ifwma
  [54] AUDIO_DECODERS::open(AVCodecContext*, char const*, AVIOContext*, int) [177] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_check_len(unsigned int, char const*) const [151] ffmpegAdec_close (ffmpeg.c)
 [3564] AUDIO_DECODERS::seek(long long) [3573] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() const [17] ffmpegAdec_decode (ffmpeg.c)
 [128] AUDIO_DECODERS::close() [166] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::size() const [114] ffmpegAdec_open
 [3534] AUDIO_DECODERS::flush(AVCodecContext*) [3574] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::begin() const [181] gprof_cleanup
   [7] AUDIO_DECODERS::decode(short*, AVPacket*, int) [3575] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const [1] main
  [49] AUDIO_DECODERS::get_int(int) [3532] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::max_size() const [53] pmc_itoa
 [100] AUDIO_DECODERS::get_str(int) [169] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_check_len(unsigned int, char const*) const [131] sceMp3Aac_close (sceMp3Aac.c)
 [3565] AUDIO_DECODERS::AUDIO_DECODERS() [75] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::end() const [8] sceMp3Aac_decode (sceMp3Aac.c)
  [50] PMC_FONT::get_height() [41] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::size() const [80] sceMp3Aac_open
   [9] PMC_FONT::print(char const*, float, float, float, int) [74] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::begin() const [127] sceWma_close (sceWma.c)
  [23] PMC_FONT::printf(float, float, char const*, ...) [47] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::empty() const [14] sceWma_decode (sceWma.c)
